date,channel,campaign_type,region,impressions,clicks,ctr_pct,spend_usd,qualified_leads,conversions,conversion_rate_pct,revenue_usd,roas,cpa_usd
2025-01-09,LinkedIn,Awareness,West,186572,12820,6.87,20308.31,1903,167,1.3,21912.16,1.08,121.61
2025-01-10,Display,Retention,West,103746,1143,1.1,2254.46,121,113,9.89,34521.6,15.31,19.95
2025-01-11,LinkedIn,Awareness,West,154960,8341,5.38,11886.0,770,1026,12.3,33453.63,2.81,11.58
2025-01-13,Display,Awareness,North,227740,9100,4.0,16421.77,430,255,2.8,94417.55,5.75,64.4
2025-01-13,Display,Awareness,West,157110,3743,2.38,8201.66,372,245,6.55,96543.34,11.77,33.48
2025-01-14,Organic Social,Awareness,West,67987,1547,2.28,1866.25,245,66,4.27,14446.9,7.74,28.28
2025-01-14,Organic Search,Awareness,North,200238,11216,5.6,28160.91,757,223,1.99,24010.34,0.85,126.28
2025-01-14,Organic Social,Conversion,North,216476,15416,7.12,20753.95,323,1768,11.47,393780.29,18.97,11.74
2025-01-14,Referral,Retention,North,221992,10513,4.74,13492.84,1475,757,7.2,25665.41,1.9,17.82
2025-01-17,Organic Search,Retention,East,198226,10621,5.36,27861.97,2071,1500,14.12,185082.95,6.64,18.57
2025-01-18,Organic Search,Consideration,South,200458,7177,3.58,3382.91,927,95,1.32,17406.72,5.15,35.61
2025-01-18,Display,Consideration,West,102136,4018,3.93,10115.63,167,262,6.52,40962.04,4.05,38.61
2025-01-18,Meta Ads,Awareness,East,87279,3304,3.79,11204.79,256,380,11.5,105015.81,9.37,29.49
2025-01-18,Meta Ads,Retention,East,168834,3283,1.94,9678.25,578,237,7.22,93069.11,9.62,40.84
2025-01-19,Organic Search,Retention,West,212020,12866,6.07,16778.86,795,671,5.22,114982.52,6.85,25.01
2025-01-19,Organic Search,Conversion,East,81229,4366,5.37,7061.89,564,171,3.92,62719.41,8.88,41.3
2025-01-19,Organic Social,Awareness,East,162547,2574,1.58,1276.44,238,377,14.65,36048.74,28.24,3.39
2025-01-19,Google Ads,Conversion,West,170682,7711,4.52,4124.32,442,86,1.12,7656.56,1.86,47.96
2025-01-20,Meta Ads,Conversion,North,125234,8987,7.18,15547.47,1495,1146,12.75,178948.69,11.51,13.57
2025-01-20,Email,Awareness,North,211940,4321,2.04,7693.92,664,530,12.27,82301.66,10.7,14.52
2025-01-20,LinkedIn,Consideration,South,148996,11236,7.54,24315.07,1562,1454,12.94,320154.29,13.17,16.72
2025-01-20,LinkedIn,Retention,South,86912,1870,2.15,4642.98,116,119,6.36,12933.61,2.79,39.02
2025-01-20,Display,Retention,North,154130,1744,1.13,729.52,65,250,14.33,64030.59,87.77,2.92
2025-01-21,Google Ads,Conversion,North,212709,14077,6.62,29016.35,1741,1627,11.56,641008.65,22.09,17.83
2025-01-21,Display,Consideration,West,41593,2911,7.0,6520.34,348,226,7.76,90355.51,13.86,28.85
2025-01-22,Organic Social,Consideration,North,244647,18585,7.6,60488.56,1001,2452,13.19,172894.59,2.86,24.67
2025-01-22,Meta Ads,Awareness,South,57756,4231,7.33,5963.59,127,310,7.33,24418.24,4.09,19.24
2025-01-22,Meta Ads,Awareness,North,19357,335,1.73,877.95,11,26,7.76,4165.56,4.74,33.77
2025-01-24,Email,Awareness,South,23708,1001,4.22,2169.5,198,119,11.89,47525.97,21.91,18.23
2025-01-24,Google Ads,Conversion,West,111752,2561,2.29,7221.37,412,180,7.03,13092.69,1.81,40.12
2025-01-25,Referral,Awareness,East,10744,460,4.28,436.3,85,33,7.17,5677.99,13.01,13.22
2025-01-25,Email,Retention,West,230683,9304,4.03,6661.99,512,689,7.41,94691.96,14.21,9.67
2025-01-26,Organic Social,Retention,North,62828,2301,3.66,3059.57,443,33,1.43,12121.04,3.96,92.71
2025-01-26,LinkedIn,Conversion,West,56631,2692,4.75,3858.62,122,258,9.58,28322.11,7.34,14.96
2025-01-27,Referral,Conversion,West,78869,3231,4.1,9118.71,360,162,5.01,48380.12,5.31,56.29
2025-01-27,Google Ads,Retention,South,191733,8860,4.62,3945.48,1500,470,5.3,23611.14,5.98,8.39
2025-01-27,Organic Search,Awareness,North,104239,3981,3.82,12567.28,330,247,6.2,98399.63,7.83,50.88
2025-01-27,Google Ads,Retention,East,97021,3824,3.94,8278.76,368,391,10.22,75811.72,9.16,21.17
2025-01-28,Display,Retention,North,236496,8944,3.78,18071.44,385,237,2.65,40369.36,2.23,76.25
2025-01-28,Display,Consideration,East,12597,991,7.87,2046.06,41,67,6.76,18670.18,9.12,30.54
2025-01-29,Organic Search,Retention,East,160024,7770,4.86,13157.52,1021,808,10.4,67743.85,5.15,16.28
2025-01-30,Google Ads,Conversion,South,180021,8671,4.82,6807.1,1227,1158,13.35,226168.93,33.23,5.88
2025-01-30,Referral,Conversion,South,139308,3704,2.66,3204.6,592,171,4.62,31351.24,9.78,18.74
2025-01-30,Organic Social,Awareness,North,71677,4462,6.23,6481.41,536,269,6.03,49390.44,7.62,24.09
2025-01-30,Meta Ads,Awareness,West,83931,3693,4.4,10808.38,503,145,3.93,40062.15,3.71,74.54
2025-01-31,Meta Ads,Retention,East,172647,6187,3.58,8615.47,138,161,2.6,27845.95,3.23,53.51
2025-01-31,Organic Social,Awareness,South,121923,2432,1.99,2629.4,119,319,13.12,19014.56,7.23,8.24
2025-01-31,Referral,Consideration,North,122961,6395,5.2,14359.55,1261,800,12.51,160763.65,11.2,17.95
2025-02-01,Meta Ads,Awareness,West,72843,3636,4.99,11700.67,122,404,11.11,66814.63,5.71,28.96
2025-02-01,Meta Ads,Awareness,North,63478,3500,5.51,3652.34,497,473,13.51,121900.15,33.38,7.72
2025-02-01,Organic Social,Retention,West,222782,4305,1.93,14322.55,222,59,1.37,2580.18,0.18,242.76
2025-02-03,Google Ads,Awareness,South,167777,10939,6.52,21348.35,1630,628,5.74,79873.94,3.74,33.99
2025-02-03,Meta Ads,Consideration,East,22087,256,1.16,605.15,37,32,12.5,4227.23,6.99,18.91
2025-02-04,Organic Search,Consideration,East,82988,5589,6.73,3459.63,347,716,12.81,284236.08,82.16,4.83
2025-02-04,Organic Social,Conversion,North,190378,8468,4.45,3820.16,580,1225,14.47,282423.77,73.93,3.12
2025-02-04,Referral,Consideration,East,207978,14239,6.85,33558.0,1962,1404,9.86,52041.65,1.55,23.9
2025-02-05,Email,Consideration,West,207435,8362,4.03,8476.82,754,955,11.42,172794.83,20.38,8.88
2025-02-05,Google Ads,Awareness,West,26826,1972,7.35,4268.03,108,68,3.45,17689.75,4.14,62.77
2025-02-05,Referral,Awareness,North,167005,7059,4.23,17917.65,1070,701,9.93,238485.71,13.31,25.56
2025-02-06,Google Ads,Awareness,South,109648,1593,1.45,3513.31,76,74,4.65,6447.9,1.84,47.48
2025-02-06,Organic Search,Consideration,North,138004,8797,6.37,28088.83,1530,857,9.74,236517.14,8.42,32.78
2025-02-06,Display,Retention,West,123362,3613,2.93,4633.7,406,396,10.96,114611.65,24.73,11.7
2025-02-07,Organic Search,Retention,North,79813,4494,5.63,4743.81,175,379,8.43,108013.91,22.77,12.52
2025-02-07,Display,Conversion,West,55085,3464,6.29,5718.02,502,76,2.19,13884.51,2.43,75.24
2025-02-10,LinkedIn,Retention,North,42711,2315,5.42,3188.63,262,38,1.64,10756.69,3.37,83.91
2025-02-10,Display,Conversion,East,61481,4076,6.63,4977.96,300,505,12.39,56932.02,11.44,9.86
2025-02-11,LinkedIn,Consideration,South,208199,16494,7.92,37058.72,1584,835,5.06,30522.69,0.82,44.38
2025-02-11,Organic Social,Retention,West,153683,10082,6.56,4516.92,743,1109,11.0,428400.55,94.84,4.07
2025-02-11,Organic Search,Awareness,West,48472,3018,6.23,4872.59,203,380,12.59,42430.29,8.71,12.82
2025-02-11,LinkedIn,Consideration,South,63557,517,0.81,138.33,25,29,5.61,3128.23,22.61,4.77
2025-02-12,LinkedIn,Retention,South,230361,7854,3.41,11462.05,669,376,4.79,24452.02,2.13,30.48
2025-02-12,Meta Ads,Consideration,West,229790,7690,3.35,22704.78,501,641,8.34,33778.93,1.49,35.42
2025-02-12,Referral,Retention,South,153781,3993,2.6,10936.6,571,416,10.42,81336.2,7.44,26.29
2025-02-13,LinkedIn,Conversion,East,137001,2352,1.72,2861.03,336,147,6.25,37413.47,13.08,19.46
2025-02-13,Google Ads,Conversion,East,186801,7790,4.17,21527.57,859,229,2.94,8494.1,0.39,94.01
2025-02-14,Organic Social,Consideration,East,148938,9656,6.48,22563.96,1545,946,9.8,101680.37,4.51,23.85
2025-02-14,Google Ads,Retention,South,172188,1553,0.9,4373.02,266,171,11.01,9037.71,2.07,25.57
2025-02-16,Organic Search,Retention,East,13068,1031,7.89,1248.73,128,22,2.13,6646.67,5.32,56.76
2025-02-16,Referral,Retention,North,155871,3580,2.3,4332.77,470,517,14.44,73460.38,16.95,8.38
2025-02-17,Organic Search,Retention,South,34055,1292,3.79,3077.78,91,158,12.23,48689.91,15.82,19.48
2025-02-18,Display,Awareness,West,186948,10144,5.43,12921.27,1836,1498,14.77,269865.41,20.89,8.63
2025-02-18,Organic Search,Consideration,North,18893,172,0.91,55.42,4,24,13.95,7800.35,140.75,2.31
2025-02-18,Google Ads,Consideration,North,249325,11545,4.63,31707.38,955,512,4.43,185603.61,5.85,61.93
2025-02-19,LinkedIn,Consideration,North,182643,9365,5.13,3254.99,1404,168,1.79,48350.28,14.85,19.37
2025-02-19,Display,Awareness,West,211402,10425,4.93,31231.24,358,1314,12.6,341814.62,10.94,23.77
2025-02-20,Meta Ads,Conversion,East,96703,1569,1.62,974.28,83,22,1.4,6139.13,6.3,44.29
2025-02-20,Display,Retention,North,231727,13462,5.81,37531.89,1697,865,6.43,325049.61,8.66,43.39
2025-02-20,Google Ads,Retention,South,181806,1744,0.96,2395.0,210,89,5.1,21006.7,8.77,26.91
2025-02-20,Meta Ads,Retention,East,20037,1353,6.75,1594.54,207,27,2.0,9845.48,6.17,59.06
2025-02-20,Display,Consideration,West,145836,1746,1.2,3773.64,290,204,11.68,41723.82,11.06,18.5
2025-02-20,Meta Ads,Awareness,North,23354,371,1.59,174.71,16,41,11.05,8802.41,50.38,4.26
2025-02-21,Meta Ads,Awareness,South,213139,6950,3.26,12028.8,161,724,10.42,186113.45,15.47,16.61
2025-02-21,Display,Retention,North,100040,4477,4.48,1673.42,645,331,7.39,108378.72,64.76,5.06
2025-02-22,Display,Conversion,East,11710,477,4.07,183.58,35,32,6.71,2918.57,15.9,5.74
2025-02-23,Referral,Awareness,North,82175,4375,5.32,9133.32,580,307,7.02,81369.75,8.91,29.75
2025-02-23,LinkedIn,Retention,North,105158,2949,2.8,9827.94,138,311,10.55,54965.68,5.59,31.6
2025-02-23,Organic Social,Retention,South,63810,1683,2.64,944.36,175,195,11.59,9667.27,10.24,4.84
2025-02-23,Meta Ads,Awareness,North,229834,9769,4.25,23980.68,1082,1145,11.72,442931.69,18.47,20.94
2025-02-25,Referral,Awareness,East,27190,2028,7.46,1701.46,254,22,1.08,5548.94,3.26,77.34
2025-02-25,Display,Conversion,East,69307,2959,4.27,4992.78,332,158,5.34,7169.59,1.44,31.6
2025-02-25,Email,Consideration,North,139702,10201,7.3,8056.17,1114,887,8.7,217966.98,27.06,9.08
2025-02-26,Display,Consideration,West,42772,1199,2.8,3192.28,95,14,1.17,5164.54,1.62,228.02
2025-02-26,Display,Consideration,North,73344,2926,3.99,6729.31,96,78,2.67,8060.23,1.2,86.27
2025-02-27,LinkedIn,Consideration,South,131498,1503,1.14,822.09,54,136,9.05,4117.62,5.01,6.04
2025-02-27,Organic Search,Conversion,North,86348,3161,3.66,5334.79,310,267,8.45,69314.81,12.99,19.98
2025-03-02,Referral,Consideration,North,176675,7719,4.37,3854.48,648,821,10.64,124189.77,32.22,4.69
2025-03-03,Referral,Consideration,North,35651,2452,6.88,2462.25,276,129,5.26,39816.36,16.17,19.09
2025-03-06,Meta Ads,Conversion,East,140450,6349,4.52,10452.2,475,786,12.38,128707.69,12.31,13.3
2025-03-06,Google Ads,Awareness,North,201103,14632,7.28,13097.04,2104,1280,8.75,385853.25,29.46,10.23
2025-03-06,Organic Search,Retention,South,53777,968,1.8,1985.95,169,33,3.41,11608.02,5.85,60.18
2025-03-07,Organic Social,Awareness,West,173509,7157,4.12,8252.0,528,701,9.79,146484.89,17.75,11.77
2025-03-09,Google Ads,Awareness,North,66709,2415,3.62,2465.04,132,311,12.88,116908.14,47.43,7.93
2025-03-09,Organic Social,Consideration,South,123418,6912,5.6,11932.91,282,445,6.44,105790.83,8.87,26.82
2025-03-10,Display,Consideration,East,213385,2884,1.35,1841.65,377,68,2.36,4299.92,2.33,27.08
2025-03-11,Organic Social,Awareness,East,198515,3498,1.76,1037.42,349,62,1.77,23768.23,22.91,16.73
2025-03-11,LinkedIn,Conversion,East,184402,1556,0.84,1965.22,83,159,10.22,31474.47,16.02,12.36
2025-03-13,Google Ads,Conversion,South,203652,6157,3.02,2550.95,846,485,7.88,23435.04,9.19,5.26
2025-03-14,Organic Search,Consideration,West,43211,1625,3.76,1984.2,75,88,5.42,8334.22,4.2,22.55
2025-03-14,LinkedIn,Conversion,South,68278,4981,7.3,9538.5,596,382,7.67,38646.23,4.05,24.97
2025-03-15,Google Ads,Conversion,North,214184,5627,2.63,18101.5,646,209,3.71,16153.69,0.89,86.61
2025-03-16,LinkedIn,Consideration,East,144544,4174,2.89,1152.83,635,359,8.6,72296.78,62.71,3.21
2025-03-16,Meta Ads,Retention,South,37994,2002,5.27,2811.16,59,111,5.54,10006.39,3.56,25.33
2025-03-16,Meta Ads,Conversion,North,185005,10613,5.74,26822.85,1908,441,4.16,136222.36,5.08,60.82
2025-03-16,Google Ads,Conversion,East,222770,16469,7.39,21810.28,2413,1079,6.55,58638.62,2.69,20.21
2025-03-17,Meta Ads,Conversion,South,241281,9143,3.79,8283.43,538,324,3.54,97577.35,11.78,25.57
2025-03-17,Google Ads,Conversion,North,197121,3301,1.67,1625.99,174,299,9.06,114721.57,70.55,5.44
2025-03-17,Organic Social,Awareness,East,86557,5581,6.45,2781.74,545,822,14.73,98781.42,35.51,3.38
2025-03-18,Google Ads,Conversion,West,72990,1658,2.27,4240.95,277,138,8.32,31775.62,7.49,30.73
2025-03-18,Organic Search,Consideration,North,203100,3443,1.7,6603.14,591,280,8.13,67187.12,10.18,23.58
2025-03-19,Referral,Awareness,North,95536,6727,7.04,4239.95,764,901,13.39,48445.21,11.43,4.71
2025-03-19,Display,Consideration,North,188852,2190,1.16,6242.97,383,231,10.55,49113.18,7.87,27.03
2025-03-19,Referral,Awareness,West,193398,9409,4.87,3988.68,197,398,4.23,97723.92,24.5,10.02
2025-03-20,Email,Awareness,West,151920,7837,5.16,13658.54,206,459,5.86,143255.95,10.49,29.76
2025-03-20,Meta Ads,Conversion,West,71418,5284,7.4,2032.44,972,57,1.08,20426.15,10.05,35.66
2025-03-20,Email,Retention,North,94709,3107,3.28,10136.52,495,239,7.69,62327.66,6.15,42.41
2025-03-20,Display,Consideration,South,106665,8111,7.6,23532.04,820,621,7.66,223555.69,9.5,37.89
2025-03-21,Referral,Consideration,West,170696,2319,1.36,6582.84,360,89,3.84,22787.81,3.46,73.96
2025-03-21,Referral,Consideration,West,136717,5831,4.27,14717.4,1119,170,2.92,61593.41,4.19,86.57
2025-03-21,Google Ads,Awareness,North,159553,9567,6.0,6485.22,1520,1329,13.89,67945.0,10.48,4.88
2025-03-21,Display,Awareness,West,182832,6760,3.7,5321.69,1160,848,12.54,234697.83,44.1,6.28
2025-03-21,Email,Consideration,North,101334,7077,6.98,17280.61,1110,158,2.23,21330.83,1.23,109.37
2025-03-21,Referral,Retention,West,217695,8115,3.73,17459.46,408,691,8.52,40364.35,2.31,25.27
2025-03-22,Meta Ads,Conversion,North,9648,539,5.59,1225.62,91,24,4.45,4827.98,3.94,51.07
2025-03-22,LinkedIn,Conversion,North,81917,5529,6.75,9943.9,304,367,6.64,56045.82,5.64,27.1
2025-03-22,Display,Retention,East,71624,2719,3.8,3114.6,491,194,7.13,44371.85,14.25,16.05
2025-03-23,Organic Social,Awareness,North,245704,13022,5.3,32618.39,1335,1665,12.79,179438.76,5.5,19.59
2025-03-24,Organic Social,Retention,East,130147,3769,2.9,13005.87,534,290,7.69,20204.96,1.55,44.85
2025-03-25,Google Ads,Retention,South,82064,2443,2.98,2018.68,267,252,10.32,74185.79,36.75,8.01
2025-03-25,Organic Social,Retention,West,90371,4299,4.76,2465.59,158,275,6.4,67712.29,27.46,8.97
2025-03-26,Referral,Awareness,West,153226,6116,3.99,15336.63,442,221,3.61,38480.73,2.51,69.4
2025-03-26,Meta Ads,Awareness,South,83518,1085,1.3,2343.62,213,68,6.27,20526.61,8.76,34.46
2025-03-26,LinkedIn,Consideration,North,151295,1567,1.04,1727.8,302,119,7.59,43713.38,25.3,14.52
2025-03-28,Organic Social,Awareness,West,184272,9562,5.19,27886.49,742,249,2.6,65614.81,2.35,111.99
2025-03-28,Referral,Conversion,South,225460,15056,6.68,14345.57,3001,837,5.56,278818.64,19.44,17.14
2025-03-28,Email,Conversion,North,225972,7484,3.31,7368.81,1288,1037,13.86,374131.62,50.77,7.11
2025-03-30,Display,Awareness,East,91836,5748,6.26,9678.13,747,516,8.98,136795.9,14.13,18.76
2025-03-30,Referral,Awareness,South,226095,16950,7.5,24979.61,461,747,4.41,211402.22,8.46,33.44
2025-03-31,Email,Retention,North,82949,6493,7.83,10919.62,1183,721,11.1,131360.58,12.03,15.15
2025-03-31,LinkedIn,Awareness,East,142888,3908,2.74,2634.5,470,202,5.17,69263.29,26.29,13.04
2025-03-31,Google Ads,Retention,North,74615,666,0.89,2056.34,117,92,13.81,14480.25,7.04,22.35
2025-03-31,Email,Awareness,East,32624,2304,7.06,4082.86,392,209,9.07,45927.56,11.25,19.54
2025-03-31,Meta Ads,Consideration,South,25878,899,3.47,2232.86,152,61,6.79,17808.23,7.98,36.6
2025-04-01,Organic Social,Consideration,West,173298,7791,4.5,11355.59,1134,576,7.39,96502.45,8.5,19.71
2025-04-02,Referral,Awareness,West,213559,6098,2.86,4745.76,441,761,12.48,262015.24,55.21,6.24
2025-04-03,Google Ads,Conversion,North,207040,14526,7.02,29466.31,1169,147,1.01,8487.08,0.29,200.45
2025-04-03,Referral,Retention,North,172746,9047,5.24,24159.06,683,636,7.03,185212.45,7.67,37.99
2025-04-04,Organic Social,Awareness,West,36337,1299,3.57,839.83,30,191,14.7,11144.91,13.27,4.4
2025-04-04,LinkedIn,Conversion,South,56151,1967,3.5,6321.68,245,170,8.64,38079.41,6.02,37.19
2025-04-04,Organic Search,Awareness,North,165372,7927,4.79,19977.82,1155,443,5.59,153978.94,7.71,45.1
2025-04-04,Organic Search,Retention,West,195001,12541,6.43,8513.93,2178,1296,10.33,126580.88,14.87,6.57
2025-04-05,Referral,Consideration,West,14346,341,2.38,953.56,15,37,10.85,4351.76,4.56,25.77
2025-04-05,Organic Search,Retention,West,222228,2974,1.34,6803.46,350,365,12.27,102265.05,15.03,18.64
2025-04-05,Email,Conversion,North,41304,1701,4.12,517.44,36,69,4.06,17959.26,34.71,7.5
2025-04-05,Referral,Conversion,North,199442,12015,6.02,7486.43,445,1380,11.49,113186.23,15.12,5.42
2025-04-06,LinkedIn,Consideration,South,229605,14836,6.46,51669.69,441,2066,13.93,826284.76,15.99,25.01
2025-04-06,Email,Conversion,West,38380,2269,5.91,1783.15,341,185,8.15,63049.29,35.36,9.64
2025-04-06,Organic Social,Retention,West,11823,716,6.06,1979.06,24,38,5.31,5966.81,3.01,52.08
2025-04-07,Email,Conversion,North,114089,7929,6.95,5700.99,1181,608,7.67,112482.32,19.73,9.38
2025-04-08,LinkedIn,Conversion,East,55290,2038,3.69,702.61,132,296,14.52,16470.59,23.44,2.37
2025-04-08,Organic Search,Awareness,West,234948,4562,1.94,14963.58,811,299,6.55,91892.23,6.14,50.05
2025-04-10,Organic Social,Awareness,South,125956,6525,5.18,18414.08,1085,294,4.51,10290.01,0.56,62.63
2025-04-11,Organic Search,Conversion,North,238335,14092,5.91,20185.12,2711,771,5.47,195117.25,9.67,26.18
2025-04-13,LinkedIn,Conversion,South,210099,8499,4.05,2705.39,1521,153,1.8,22206.73,8.21,17.68
2025-04-13,Referral,Conversion,East,16093,1038,6.45,3598.44,195,80,7.71,29124.89,8.09,44.98
2025-04-14,Display,Retention,West,218451,13058,5.98,44101.43,2279,1157,8.86,354244.87,8.03,38.12
2025-04-14,LinkedIn,Consideration,West,54812,2869,5.23,1586.23,415,50,1.74,19351.18,12.2,31.72
2025-04-15,Display,Awareness,East,70333,3307,4.7,2045.98,167,399,12.07,47040.98,22.99,5.13
2025-04-15,Email,Consideration,West,136265,10806,7.93,18313.11,744,372,3.44,24461.61,1.34,49.23
2025-04-15,Meta Ads,Awareness,South,141917,3493,2.46,8812.33,203,258,7.39,34178.09,3.88,34.16
2025-04-16,Referral,Conversion,South,127775,9357,7.32,15449.49,1203,428,4.57,154584.32,10.01,36.1
2025-04-16,Google Ads,Conversion,West,207041,13303,6.43,46103.59,1471,528,3.97,26457.44,0.57,87.32
2025-04-17,Email,Consideration,East,159455,11964,7.5,39664.47,2106,507,4.24,106534.1,2.69,78.23
2025-04-17,Email,Retention,East,166162,13232,7.96,6865.89,2533,246,1.86,23213.92,3.38,27.91
2025-04-17,Google Ads,Retention,East,234306,15045,6.42,6322.99,1397,1417,9.42,199512.69,31.55,4.46
2025-04-18,Organic Social,Retention,South,79964,2624,3.28,3197.99,291,114,4.34,42506.75,13.29,28.05
2025-04-18,Organic Search,Retention,South,47604,3553,7.46,6572.18,692,103,2.9,5202.55,0.79,63.81
2025-04-18,Organic Search,Consideration,North,29995,2040,6.8,2649.68,142,211,10.34,62914.12,23.74,12.56
2025-04-19,Email,Retention,South,200119,14157,7.07,46358.34,2302,1161,8.2,129795.71,2.8,39.93
2025-04-19,Organic Social,Awareness,South,142701,9666,6.77,33570.14,585,606,6.27,133604.92,3.98,55.4
2025-04-19,Google Ads,Conversion,East,24446,1187,4.86,3136.98,169,72,6.07,11170.47,3.56,43.57
2025-04-20,Meta Ads,Conversion,West,73670,5820,7.9,7186.58,382,472,8.11,82390.72,11.46,15.23
2025-04-20,LinkedIn,Awareness,East,211487,12665,5.99,19745.01,2267,682,5.38,187461.32,9.49,28.95
2025-04-20,Email,Awareness,West,244472,2754,1.13,6578.42,333,107,3.89,36137.98,5.49,61.48
2025-04-20,LinkedIn,Awareness,East,7454,263,3.53,343.48,14,32,12.17,11310.16,32.93,10.73
2025-04-21,Display,Retention,South,31649,1143,3.61,1539.6,69,137,11.99,35654.54,23.16,11.24
2025-04-21,Referral,Awareness,North,101055,3524,3.49,1949.24,383,455,12.91,107495.19,55.15,4.28
2025-04-21,Meta Ads,Awareness,East,166645,5954,3.57,16203.09,1149,598,10.04,115457.92,7.13,27.1
2025-04-22,Email,Retention,North,39518,1996,5.05,3745.6,316,246,12.32,48931.44,13.06,15.23
2025-04-24,Google Ads,Retention,East,204919,6553,3.2,7039.99,707,267,4.07,66110.97,9.39,26.37
2025-04-25,Meta Ads,Consideration,North,180271,1825,1.01,1350.02,147,69,3.78,3041.4,2.25,19.57
2025-04-25,Google Ads,Retention,North,247695,7626,3.08,15606.44,906,731,9.59,109411.59,7.01,21.35
2025-04-25,Organic Search,Consideration,North,235147,15169,6.45,36151.58,2346,1896,12.5,128359.1,3.55,19.07
2025-04-28,Organic Social,Consideration,South,5138,395,7.69,1150.92,63,50,12.66,5367.58,4.66,23.02
2025-04-28,LinkedIn,Retention,South,131888,1547,1.17,2498.43,121,62,4.01,4515.54,1.81,40.3
2025-04-28,Google Ads,Consideration,East,23133,494,2.14,1348.33,74,18,3.64,5161.13,3.83,74.91
2025-04-29,Google Ads,Conversion,North,124052,6733,5.43,8140.1,931,714,10.6,94076.04,11.56,11.4
2025-04-29,LinkedIn,Consideration,South,5155,224,4.35,68.2,43,9,4.02,2979.32,43.69,7.58
2025-04-29,Google Ads,Conversion,South,104932,7432,7.08,15689.62,1394,520,7.0,65014.1,4.14,30.17
2025-04-29,Meta Ads,Conversion,North,214093,10703,5.0,22112.28,1734,145,1.35,30851.98,1.4,152.5
2025-05-01,Referral,Awareness,East,189233,6616,3.5,9390.29,993,907,13.71,228930.18,24.38,10.35
2025-05-01,LinkedIn,Consideration,South,214105,13224,6.18,23239.81,916,201,1.52,71654.77,3.08,115.62
2025-05-02,LinkedIn,Awareness,South,91120,3410,3.74,10047.9,587,434,12.73,86883.86,8.65,23.15
2025-05-03,Display,Retention,West,79567,1181,1.48,1510.39,114,79,6.69,27769.67,18.39,19.12
2025-05-04,Display,Awareness,East,224055,15619,6.97,13666.74,1077,1142,7.31,57687.83,4.22,11.97
2025-05-04,LinkedIn,Retention,North,47070,726,1.54,1686.63,64,80,11.02,3717.47,2.2,21.08
2025-05-04,Referral,Awareness,South,116032,5902,5.09,6339.62,1006,678,11.49,222399.27,35.08,9.35
2025-05-05,Organic Search,Conversion,North,57781,3866,6.69,2568.29,180,497,12.86,183113.18,71.3,5.17
2025-05-06,Meta Ads,Retention,South,247247,18198,7.36,50963.53,1858,1249,6.86,88338.39,1.73,40.8
2025-05-06,Referral,Retention,South,89754,6459,7.2,7032.8,701,528,8.17,115152.33,16.37,13.32
2025-05-06,Referral,Consideration,South,66001,4026,6.1,5168.02,107,165,4.1,50964.62,9.86,31.32
2025-05-06,Referral,Conversion,West,67292,1578,2.35,2809.34,87,152,9.63,47745.37,17.0,18.48
2025-05-07,Display,Conversion,South,178921,4161,2.33,11459.2,702,505,12.14,107319.52,9.37,22.69
2025-05-07,Meta Ads,Conversion,South,184635,12421,6.73,27761.0,2105,732,5.89,235633.0,8.49,37.92
2025-05-07,Google Ads,Retention,West,143141,1304,0.91,819.63,94,108,8.28,24637.18,30.06,7.59
2025-05-08,Organic Social,Awareness,West,121656,4245,3.49,4525.21,753,194,4.57,41531.73,9.18,23.33
2025-05-10,Organic Social,Retention,North,154765,2018,1.3,1821.26,320,243,12.04,58143.41,31.92,7.49
2025-05-10,Meta Ads,Consideration,West,164380,9295,5.65,24339.47,885,1182,12.72,264061.75,10.85,20.59
2025-05-11,Referral,Retention,West,59312,2916,4.92,8625.28,451,354,12.14,65563.68,7.6,24.37
2025-05-11,Referral,Conversion,North,177927,12125,6.81,32395.98,2340,1484,12.24,476374.56,14.7,21.83
2025-05-11,Display,Awareness,South,83002,2656,3.2,8218.02,272,140,5.27,4232.51,0.52,58.7
2025-05-11,Meta Ads,Conversion,West,164741,4067,2.47,11161.36,255,217,5.34,80427.23,7.21,51.43
2025-05-11,Referral,Awareness,East,120598,7100,5.89,22906.81,1345,577,8.13,94778.22,4.14,39.7
2025-05-13,Organic Search,Retention,West,248166,14754,5.95,38715.98,1898,1417,9.6,535803.93,13.84,27.32
2025-05-13,Referral,Conversion,East,157872,11239,7.12,18099.2,437,375,3.34,126786.26,7.01,48.26
2025-05-14,Google Ads,Conversion,West,21859,653,2.99,770.0,80,22,3.37,6749.58,8.77,35.0
2025-05-14,Google Ads,Awareness,South,184510,12487,6.77,12558.92,1374,1793,14.36,54631.25,4.35,7.0
2025-05-14,Organic Social,Retention,East,157850,11295,7.16,23358.82,1965,559,4.95,193222.5,8.27,41.79
